9.614-9.773: hello
3802.299-3802.619: only
3802.619-3802.779: do
3802.779-3802.939: this
3803.098-3803.258: but
3803.258-3803.418: then
3803.418-3803.577: you're
3803.577-3803.897: gonna
3803.897-3804.057: use
3804.057-3804.456: it
3804.456-3804.776: and
3804.776-3805.230: charge
3805.350-3805.670: the
3805.670-3806.150: other
3806.150-3806.310: countries
3806.310-3806.470: of
3806.470-3806.630: the
3806.630-3807.130: world
3807.350-3807.750: to
3807.750-3807.910: support
3807.910-3808.150: it
3808.710-3808.870: you're
3808.870-3809.370: gonna
3809.510-3809.830: lower
3809.830-3810.070: the
3810.070-3810.570: deficit
3810.950-3811.190: other
3811.190-3811.430: source
3811.430-3811.830: of
3811.830-3812.070: income
3812.790-3813.290: and
3813.510-3813.750: there'll
3813.750-3813.910: be
3813.910-3814.150: no
3814.150-3814.650: more
3815.270-3815.770: wars
3815.830-3816.150: between
3816.150-3816.550: electric
3816.550-3817.050: vehicles
3817.110-3817.430: and
3817.430-3817.930: oil
3818.644-3819.123: fossil
3819.123-3819.442: fuels
3820.160-3820.558: so
3820.558-3820.798: why
3820.798-3821.298: won't
3821.914-3822.233: you
3822.233-3822.552: tell
3822.552-3823.052: people
3823.669-3823.828: elect
3824.067-3824.567: trump
3824.705-3824.865: and
3824.865-3825.104: this
3825.104-3825.263: will
3825.263-3825.742: happen
3825.742-3825.981: because
3825.981-3826.220: if
3826.858-3827.337: just
3827.337-3827.656: anybody
3827.656-3827.736: put
3827.895-3828.214: trump
3829.570-3830.070: regulations
3830.128-3830.287: or
3830.686-3830.846: yeah
3831.339-3831.419: you
3831.419-3831.578: know
3831.737-3831.896: it
3831.896-3832.135: only
3832.135-3832.374: takes
3832.374-3832.613: one
3832.613-3833.012: person
3833.012-3833.410: to
3833.410-3833.808: complain
3833.808-3834.308: and
3834.525-3834.684: it
3834.684-3835.002: won't
3835.002-3835.401: happen
3836.277-3836.436: well
3836.595-3836.755: i
3836.834-3836.914: i
3837.073-3837.153: i
3837.153-3837.232: think
3837.232-3837.471: it's
3837.471-3837.631: it's
3837.631-3837.790: for
3837.790-3837.949: sure
3838.268-3838.507: true
3838.507-3839.007: that
3839.303-3839.463: when
3839.463-3839.701: when
3839.701-3839.940: we
3839.940-3840.020: when
3840.020-3840.179: we've
3840.179-3840.418: got
3840.418-3840.578: so
3840.578-3840.896: many
3840.896-3841.396: regulatory
3841.693-3841.852: agencies
3842.489-3842.728: and
3842.728-3842.887: and
3842.887-3842.967: there's
3842.967-3843.126: are
3843.126-3843.206: so
3843.206-3843.365: many
3843.365-3843.843: rules
3843.843-3844.002: regulations
3844.480-3844.560: i
3844.560-3844.719: mean
3845.038-3845.197: like
3845.277-3845.675: basically
3845.834-3846.334: washington
3847.044-3847.523: dc
3847.523-3847.683: is
3847.683-3847.922: like
3847.922-3848.081: is
3848.081-3848.481: like
3848.481-3848.720: as
3848.720-3849.039: a
3849.039-3849.358: c
3849.358-3849.598: of
3849.598-3849.997: brake
3849.997-3850.236: pedals
3850.715-3851.194: like
3851.194-3851.433: everyone's
3851.433-3851.513: got
3851.513-3851.673: a
3851.673-3851.992: brake
3851.992-3852.151: pedal
3852.630-3852.790: but
3852.790-3853.189: nobody's
3853.189-3853.269: got
3853.269-3853.508: an
3853.508-3853.987: accelerator
3855.184-3855.343: we're
3855.343-3855.583: gonna
3855.583-3855.742: add
3855.742-3856.061: some
3856.061-3856.561: accelerators
3858.376-3858.615: so
3859.254-3859.754: because
3859.812-3859.972: all
3859.972-3860.131: all
3860.131-3860.211: they
3860.211-3860.291: i
3860.291-3860.530: wanna
3860.530-3860.850: do
3860.850-3860.929: in
3861.089-3861.408: dc
3861.408-3861.727: is
3861.727-3862.047: stop
3862.047-3862.446: anything
3863.656-3863.816: you
3863.816-3863.975: know
3864.214-3864.453: so
3864.613-3864.692: you
3864.692-3864.852: know
3865.011-3865.091: it's
3865.091-3865.250: just
3865.250-3865.409: a
3865.409-3865.569: see
3865.569-3865.648: it
3865.728-3865.808: like
3866.126-3866.286: i
3866.286-3866.365: wanna
3866.365-3866.525: to
3866.525-3866.604: see
3866.604-3866.764: a
3866.764-3867.003: brake
3867.003-3867.082: pedals
3867.242-3867.401: like
3867.561-3867.800: brake
3867.800-3867.959: pedals
3867.959-3868.039: in
3868.039-3868.437: all
3868.437-3868.676: directions
3869.632-3869.872: and
3869.872-3870.031: how
3870.031-3870.111: can
3870.111-3870.270: you
3870.270-3870.429: make
3870.429-3870.929: progress
3871.067-3871.146: if
3871.146-3871.306: you
3871.306-3871.545: gotta
3871.545-3871.704: see
3871.704-3871.863: a
3871.863-3872.102: brake
3872.102-3872.342: pedals
3873.059-3873.377: not
3873.377-3873.696: possible
3874.095-3874.334: so
3874.334-3874.652: we're
3874.652-3874.812: we're
3874.812-3875.051: gonna
3875.465-3875.624: get
3875.624-3875.704: rid
3875.704-3875.944: of
3875.944-3876.444: so
3876.502-3877.002: so
3877.221-3877.381: a
3877.381-3877.541: bunch
3877.541-3877.620: of
3877.620-3877.780: the
3877.780-3878.019: brake
3878.019-3878.419: pedals
3878.419-3878.818: and
3878.818-3879.057: and
3879.057-3879.297: add
3879.297-3879.797: accelerators
3883.609-3883.768: okay
3884.247-3884.487: my
3884.487-3884.806: question
3884.806-3885.205: was
3885.605-3885.764: how
3885.764-3885.844: do
3885.844-3886.084: we
3886.084-3886.323: stop
3886.323-3886.643: the
3886.643-3886.802: steel
3886.962-3887.441: and
3887.441-3887.521: is
3887.521-3887.681: there
3887.681-3887.760: a
3887.760-3887.920: way
3887.920-3888.080: to
3888.080-3888.240: have
3888.240-3888.740: a
3888.958-3889.198: database
3889.198-3889.437: on
3889.437-3889.677: x
3889.677-3889.916: where
3889.916-3890.076: we
3890.076-3890.576: can
3890.809-3891.048: track
3891.048-3891.207: all
3891.207-3891.367: the
3891.367-3891.685: votes
3891.685-3891.765: we
3891.765-3892.265: all
3892.322-3892.481: send
3892.481-3892.720: our
3892.720-3892.959: boats
3892.959-3893.039: to
3893.039-3893.119: you
3893.278-3893.517: or
3893.517-3893.676: track
3893.676-3893.756: it
3893.835-3893.915: and
3893.915-3894.074: then
3894.074-3894.233: we
3894.233-3894.711: can
3894.711-3894.950: tell
3894.950-3895.109: who
3895.109-3895.508: wins
3895.508-3895.985: or
3895.985-3896.224: there's
3896.224-3896.383: so
3896.383-3896.782: much
3896.782-3897.100: even
3897.100-3897.180: down
3897.180-3897.260: in
3897.419-3897.737: georgia
3897.737-3897.817: right
3897.817-3897.976: now
3898.135-3898.295: they're
3898.295-3898.693: already
3898.693-3899.012: slipping
3899.012-3899.250: boats
3899.250-3899.330: on
3899.330-3899.648: the
3899.648-3899.967: machines
3899.967-3900.126: and
3900.126-3900.206: how
3900.206-3900.286: do
3900.286-3900.524: we
3900.524-3900.684: stop
3900.684-3900.843: the
3900.843-3901.082: steal
3902.038-3902.117: well
3902.276-3902.356: i
3902.515-3902.834: i
3902.834-3903.073: recommend
3903.073-3903.471: posting
3903.550-3903.630: you
3903.630-3903.710: know
3904.028-3904.267: any
3904.267-3904.586: evidence
3904.586-3904.745: that
3904.745-3904.904: you
3904.904-3905.223: have
3905.223-3905.723: for
3906.034-3906.352: for
3906.352-3906.852: voting
3907.467-3907.706: fraud
3907.706-3908.104: or
3908.104-3908.604: irregularities
3908.820-3909.059: or
3909.059-3909.377: causes
3909.377-3909.537: of
3909.537-3909.776: for
3909.776-3910.094: for
3910.094-3910.333: concern
3910.572-3910.731: just
3910.731-3911.049: post
3911.049-3911.209: post
3911.209-3911.288: it
3911.288-3911.448: on
3911.448-3911.607: the
3911.607-3911.766: x
3911.766-3912.164: platform
3913.040-3913.199: and
3913.199-3913.597: then
3913.597-3913.915: people
3913.915-3914.234: can
3914.313-3914.472: you
3914.472-3914.632: know
3915.667-3915.826: support
3915.826-3916.065: it
3916.065-3916.463: or
3916.463-3916.543: say
3916.622-3916.781: well
3917.100-3917.179: you
3917.179-3917.259: know
3917.418-3917.737: either
3917.737-3917.896: support
3917.896-3917.975: it
3917.975-3918.294: or
3918.294-3918.373: debunk
3918.373-3918.453: it
3918.612-3918.692: one
3918.692-3918.771: of
3918.771-3918.931: the
3918.931-3919.090: two
3920.618-3920.778: but
3920.938-3921.097: i
3921.097-3921.177: mean
3921.257-3921.496: i
3921.576-3921.655: i
3921.655-3921.735: do
3921.735-3921.894: think
3921.894-3922.134: this
3922.134-3922.373: there's
3922.373-3922.873: generally
3923.330-3923.490: an
3923.490-3923.809: an
3923.809-3924.128: issue
3924.128-3924.287: that
3924.287-3924.447: we
3924.447-3924.527: have
3924.527-3924.686: a
3924.686-3925.165: fundamental
3925.165-3925.244: issue
3925.324-3925.484: which
3925.484-3925.564: is
3925.723-3926.201: and
3926.201-3926.441: unless
3926.441-3926.600: we
3926.600-3926.840: have
3926.840-3927.079: voter
3927.318-3927.557: id
3929.073-3929.573: and
3929.711-3929.870: you
3929.870-3930.030: know
3930.668-3930.987: like
3934.354-3934.434: i
3934.514-3934.594: i
3934.754-3934.994: my
3934.994-3935.233: my
3935.233-3935.393: my
3935.393-3935.553: opinion
3935.553-3935.713: is
3935.713-3935.873: we
3935.873-3936.113: should
3936.113-3936.273: have
3936.273-3936.352: no
3936.593-3936.832: and
3936.912-3936.992: i
3937.072-3937.152: i
3937.152-3937.312: say
3937.312-3937.472: this
3937.472-3937.552: as
3937.552-3937.712: a
3937.712-3938.212: technologist
3938.431-3938.591: who
3938.591-3938.831: likes
3938.831-3939.331: technology
3939.550-3939.630: and
3939.790-3939.950: i
3939.950-3940.269: like
3940.269-3940.589: computers
3940.829-3940.989: but
3940.989-3941.149: we
3941.149-3941.389: should
3941.389-3941.628: not
3941.628-3941.948: have
3941.948-3942.268: computers
3942.268-3942.508: do
3942.508-3942.907: voting
3942.907-3943.227: tab
3943.227-3943.727: population
3944.107-3944.346: at
3944.346-3944.506: all
3947.632-3947.871: it's
3947.871-3948.189: it's
3948.189-3948.428: it's
3948.428-3948.826: far
3948.826-3949.065: it's
3949.065-3949.304: far
3949.304-3949.543: too
3949.543-3949.861: easy
3949.861-3950.021: to
3950.021-3950.180: hack
3950.180-3950.419: a
3950.419-3950.578: computer
3950.737-3950.896: i
3950.896-3951.055: know
3951.055-3951.135: how
3951.135-3951.214: to
3951.214-3951.374: hack
3951.374-3951.613: a
3951.613-3951.931: computer
3952.966-3953.466: so
3954.239-3954.398: you
3954.398-3954.478: know
3954.558-3954.717: in
3954.717-3955.035: government
3955.035-3955.433: software
3955.433-3955.593: is
3955.593-3955.752: the
3955.752-3956.070: easiest
3956.070-3956.150: thing
3956.150-3956.309: to
3956.309-3956.548: hack
3957.185-3957.685: so
3957.822-3957.981: it's
3957.981-3958.140: not
3958.140-3958.299: the
3958.299-3958.538: best
3958.538-3958.936: software
3959.175-3959.675: so
3960.703-3960.863: we
3960.863-3960.943: shouldn't
3961.262-3961.501: in
3961.501-3961.661: my
3961.661-3961.980: opinion
3961.980-3962.060: we
3962.060-3962.140: should
3962.140-3962.379: have
3962.379-3962.619: paper
3962.619-3963.018: ballots
3963.018-3963.337: only
3963.656-3963.896: it
3963.896-3964.055: should
3964.055-3964.374: be
3964.374-3964.614: in
3964.614-3965.114: person
3965.172-3965.651: voting
3965.651-3965.890: with
3966.210-3966.290: id
3966.768-3966.928: and
3966.928-3967.167: a
3967.167-3967.487: story
3978.192-3978.351: hi
3979.148-3979.387: thank
3979.387-3979.626: you
3979.626-3979.865: for
3979.865-3980.184: everything
3980.184-3980.423: you
3980.423-3980.582: do
3981.698-3981.857: feel
3981.857-3982.096: free
3982.096-3982.335: to
3982.335-3982.495: answer
3982.495-3982.654: this
3982.654-3982.973: question
3982.973-3983.132: in
3983.132-3983.371: three
3983.371-3983.690: words
3984.646-3984.885: some
3984.885-3985.385: people
3985.443-3985.943: claim
3986.160-3986.479: that
3986.479-3986.797: you
3986.797-3987.036: heard
3987.036-3987.536: in
3987.754-3988.254: tesla's
3988.311-3988.790: brand
3988.790-3989.108: and
3989.108-3989.608: sales
3989.666-3990.064: by
3990.064-3990.383: sporting
3990.543-3990.782: trump
3991.355-3991.514: what
3991.514-3991.674: do
3991.674-3991.834: you
3991.834-3992.073: say
3992.073-3992.233: to
3992.233-3992.472: those
3992.472-3992.792: people
3996.784-3997.023: well
3997.662-3997.822: i
3997.822-3997.902: mean
3998.860-3998.940: you
3998.940-3999.019: know
3999.259-3999.419: it
3999.419-3999.738: tesla
3999.738-3999.898: sales
3999.898-4000.137: are
4000.137-4000.377: actually
4000.377-4000.617: doing
4000.617-4000.856: great
4002.213-4002.613: and
4003.172-4003.331: you
4003.331-4003.491: know
4003.810-4004.050: we
4004.050-4004.209: we
4006.939-4007.099: we're
4007.099-4007.339: hitting
4007.339-4007.578: all
4007.578-4007.738: time
4007.738-4007.978: highs
4008.138-4008.457: so
4008.617-4008.697: i
4008.936-4009.016: i
4009.016-4009.416: think
4009.496-4009.576: you
4009.576-4009.735: know
4009.895-4010.135: really
4010.135-4010.454: people
4010.454-4010.614: care
4010.614-4010.854: about
4010.854-4011.013: the
4011.013-4011.253: quality
4011.253-4011.333: of
4011.333-4011.493: a
4011.493-4011.812: product
4012.531-4012.851: and
4012.851-4013.170: and
4013.170-4013.410: as
4013.410-4013.650: opposed
4013.650-4013.810: to
4013.810-4013.889: the
4014.129-4014.209: you
4014.209-4014.369: know
4014.688-4014.928: whether
4014.928-4015.168: they
4015.168-4015.327: agree
4015.327-4015.487: or
4015.487-4015.807: disagree
4015.807-4015.887: with
4015.887-4016.046: the
4016.126-4016.366: ceo
4016.366-4016.526: is
4016.526-4016.606: views
4016.845-4016.925: i
4016.925-4017.005: mean
4017.325-4017.404: yeah
4017.484-4017.564: the
4017.644-4017.884: ceo
4017.884-4017.964: of
4017.964-4018.203: any
4018.203-4018.443: given
4018.443-4018.603: company
4018.603-4018.683: is
4018.683-4018.842: gonna
4018.842-4019.002: have
4019.002-4019.322: political
4019.322-4019.481: views
4020.774-4021.173: but
4021.332-4021.412: you
4021.412-4021.492: know
4021.571-4021.651: at
4021.651-4021.731: the
4021.731-4021.890: of
4021.890-4021.970: day
4022.368-4022.528: word
4022.528-4022.767: matters
4022.767-4023.085: is
4023.085-4023.325: tesla
4023.325-4023.404: makes
4023.404-4023.564: a
4023.564-4023.803: great
4023.803-4024.042: product
4024.440-4024.759: and
4024.998-4025.397: people
4025.397-4025.636: like
4025.636-4025.875: buying
4025.875-4026.114: great
4026.114-4026.353: products
4028.107-4028.607: so
4028.904-4029.143: that's
4029.143-4029.302: it
4034.099-4034.418: hello
4034.736-4034.975: hi
4035.214-4035.453: thanks
4035.453-4035.691: for
4036.010-4036.249: thanks
4036.249-4036.408: for
4036.408-4036.647: coming
4036.647-4036.965: being
4036.965-4037.124: here
4038.000-4038.159: i
4038.159-4038.318: think
4038.398-4038.796: i
4038.796-4039.114: understand
4039.114-4039.592: your
4039.592-4039.910: vision
4039.910-4040.308: for
4040.308-4040.808: challenging
4041.025-4041.525: the
4042.298-4042.798: existing
4043.095-4043.492: cell
4043.492-4043.992: phone
4044.289-4044.766: syndicate
4045.482-4045.562: but
4045.721-4045.801: i
4045.801-4046.040: wanna
4046.040-4046.119: know
4046.119-4046.279: when
4046.279-4046.438: the
4046.438-4046.677: x
4046.677-4046.836: phone
4046.836-4047.075: is
4047.075-4047.473: coming
4047.473-4047.552: out
4050.910-4050.990: ben
4051.229-4051.308: i
4051.308-4051.468: sure
4051.468-4051.627: hope
4051.627-4051.786: we
4051.786-4051.945: don't
4051.945-4052.025: have
4052.025-4052.184: to
4052.184-4052.264: make
4052.264-4052.423: a
4052.423-4052.582: phone
4052.821-4052.980: that's
4052.980-4053.139: a
4053.139-4053.378: real
4054.731-4055.050: that's
4055.050-4055.289: be
4055.289-4055.448: that's
4055.448-4055.527: a
4055.527-4055.686: lot
4055.686-4055.766: of
4055.766-4056.005: work
4058.234-4058.314: i
4058.314-4058.473: mean
4058.711-4058.950: if
4058.950-4059.348: if
4059.587-4059.666: you
4059.666-4059.905: know
4060.303-4060.542: if
4060.542-4060.701: if
4060.701-4060.861: there's
4060.940-4061.440: like
4062.630-4062.710: i
4062.710-4062.870: mean
4063.430-4063.590: yeah
4063.830-4064.070: well
4064.630-4064.790: that
4064.790-4064.870: idea
4064.870-4065.110: of
4065.110-4065.270: making
4065.270-4065.430: a
4065.430-4065.750: phone
4065.750-4065.910: makes
4065.910-4066.410: me
4067.110-4067.430: wanna
4067.430-4067.590: die
4069.990-4070.310: so
4071.270-4071.770: but
4072.230-4072.390: if
4072.390-4072.630: if
4072.630-4072.790: if
4072.790-4073.030: we
4073.030-4073.110: have
4073.110-4073.270: to
4073.270-4073.350: make
4073.350-4073.510: a
4073.510-4073.590: phone
4073.750-4073.910: we
4073.910-4073.990: will
4074.070-4074.470: but
4074.470-4074.630: but
4074.630-4075.130: we
4075.270-4075.510: aspire
4075.510-4075.590: not
4075.590-4075.750: to
4075.750-4075.830: make
4075.830-4075.990: a
4075.990-4076.230: phone
4078.405-4078.485: you
4078.485-4078.645: know
4078.965-4079.045: i
4079.125-4079.285: i
4079.285-4079.365: do
4079.365-4079.845: think
4079.845-4080.085: that
4080.085-4080.485: that
4080.485-4080.985: that
4081.365-4081.525: know
4081.525-4081.765: the
4081.845-4081.925: you
4081.925-4082.085: know
4082.165-4082.325: the
4082.325-4082.825: various
4082.885-4083.365: companies
4083.365-4083.525: and
4083.605-4083.765: you
4083.765-4083.845: know
4084.005-4084.245: apple
4084.245-4084.745: and
4085.365-4085.605: google
4085.845-4085.925: android
4085.925-4086.325: and
4086.325-4086.485: whatnot
4086.725-4086.805: you
4086.805-4086.885: know
4087.205-4087.285: they
4087.285-4087.365: need
4087.365-4087.445: to
4087.445-4087.605: make
4087.605-4087.765: sure
4087.765-4088.005: they
4088.005-4088.165: don't
4088.165-4088.485: have
4088.485-4088.645: a
4088.645-4088.965: heavy
4088.965-4089.445: hand
4089.445-4089.525: in
4089.605-4089.685: like
4090.005-4090.085: the
4090.165-4090.405: app
4090.405-4090.645: store
4090.645-4090.965: and
4090.965-4091.125: whatnot
4091.620-4092.019: or
4092.019-4092.339: there
4092.339-4092.498: they
4092.498-4092.818: will
4092.818-4092.977: they
4092.977-4093.137: will
4093.137-4093.297: create
4093.297-4093.457: a
4093.457-4093.936: forcing
4093.936-4094.176: function
4094.176-4094.335: for
